date,sunshine_hr,humidity_mean,temp_min,temp_mean,temp_max,temp_range
2008-03-31,11.631047222222222,16.375,19.8,28.225,35.4,15.599999999999998
2008-04-01,11.651044444444445,17.791666666666668,20.9,27.916666666666668,34.2,13.300000000000004
2008-04-02,11.670913888888888,10.166666666666666,18.6,25.429166666666664,31.8,13.2
2008-04-03,11.69063888888889,14.083333333333334,15.2,22.170833333333334,28.4,13.2
2008-04-04,11.710208333333334,21.291666666666668,13.2,20.811458333333334,27.75,13.6
2008-04-05,11.729613888888888,18.791666666666668,13.4,21.77916666666667,28.6,15.2
2008-04-06,11.748822222222223,14.125,12.8,23.21666666666667,32.0,19.2
2008-04-07,11.767963888888888,9.875,15.5,25.516666666666666,33.5,18.0
2008-04-08,11.787091666666669,9.875,16.5,26.316666666666663,34.7,18.200000000000003
2008-04-09,11.806194444444444,10.666666666666666,15.6,26.583333333333332,35.3,19.699999999999996
2008-04-10,11.825261111111113,9.916666666666666,15.8,27.245833333333337,36.1,20.3
2008-04-11,11.844277777777778,6.041666666666667,15.9,27.47083333333333,36.3,20.4
2008-04-12,11.863227777777778,6.75,16.8,28.195833333333336,36.5,19.7
2008-04-13,11.882102777777778,7.083333333333333,16.2,28.40833333333333,37.2,21.000000000000004
2008-04-14,11.895044444444446,6.5,20.4,30.304166666666664,37.8,17.4
2008-04-15,11.900222222222222,7.541666666666667,19.9,30.35,38.3,18.4
2008-04-16,11.905427777777778,7.75,22.3,31.7125,39.5,17.2
2008-04-17,11.910669444444446,7.708333333333333,20.2,30.96666666666667,39.9,19.7
2008-04-18,11.91595,7.333333333333333,19.2,30.995833333333337,39.5,20.3
2008-04-19,11.921275,7.833333333333333,19.9,31.879166666666663,39.8,19.9
2008-04-20,11.92665,7.75,21.8,32.795833333333334,40.8,18.999999999999996
2008-04-21,11.932077777777778,9.166666666666666,23.5,32.916666666666664,40.3,16.799999999999997
2008-04-22,11.937566666666664,9.541666666666666,23.7,32.1,38.9,15.2
2008-04-23,11.943119444444443,6.208333333333333,21.7,30.704166666666666,38.4,16.7
2008-04-24,11.948738888888888,9.791666666666666,21.5,30.383333333333336,38.4,16.9
2008-04-25,11.954433333333332,10.958333333333334,20.8,31.1625,39.6,18.8
